PCA1,PCA2,Cluster,Segment
0.039272870500858544,-0.6681283269109055,0,Active Customers
2.1166589157494022,0.6653308588881367,1,VIP Customers
-0.8346864946529895,1.4086154148262384,3,At-Risk Customers
0.8924029082599231,1.2357647519164814,2,Loyal Customers
-0.08095492214077202,-0.8072381303663323,0,Active Customers
-2.294237501022314,-0.05110004699713658,3,At-Risk Customers
-0.09809349441589152,0.908247001371099,2,Loyal Customers
-0.30562096387607307,-0.6537385914715604,0,Active Customers
-1.9576017124504814,0.3897193562370998,3,At-Risk Customers
-0.5174612130786805,0.7355385430633988,2,Loyal Customers
-1.153520843028025,-0.4612679829659422,3,At-Risk Customers
-1.0191102663773484,0.259802404140544,3,At-Risk Customers
-1.1049500390965847,0.986333858656994,3,At-Risk Customers
-1.6733987177657923,0.8085497040057544,3,At-Risk Customers
-0.15094476971169488,0.4600012608857616,2,Loyal Customers
1.1652903727874406,0.32575744557947295,2,Loyal Customers
2.094054658121679,-1.4410378718766343,1,VIP Customers
-1.081794959049275,-0.3090132295706559,3,At-Risk Customers
0.8018184302367994,0.9877187299071224,2,Loyal Customers
-1.1182375340246509,0.40035973799527563,3,At-Risk Customers
-0.7990045812562074,-0.6676297754704781,0,Active Customers
1.7752160525118488,0.23458822562721462,1,VIP Customers
2.215701053466775,0.018696890325890222,1,VIP Customers
1.5157251077953922,-1.7590095003822115,0,Active Customers
-0.5374051962748284,0.12058745083220165,3,At-Risk Customers
1.589152042442067,-0.38389926130583013,1,VIP Customers
0.5221324680876237,0.5783471860060647,2,Loyal Customers
-1.0189283799999684,-1.5601986682487452,0,Active Customers
-0.7865559928490878,-0.7689933074349921,0,Active Customers
-0.8021493359981542,0.5620116833436026,3,At-Risk Customers
-0.5001686808344634,0.34352539205026095,2,Loyal Customers
1.4061100444227999,1.022160580720391,2,Loyal Customers
-0.7553019365694257,-0.7754287353419933,0,Active Customers
1.4683117470145457,0.3995519067394635,2,Loyal Customers
3.0784395963453663,1.1534722264965556,1,VIP Customers
0.3289632065683343,-0.12817056941034807,2,Loyal Customers
-0.8241968861985094,-0.6338445089505443,0,Active Customers
-0.26473645735229767,0.33688530383035664,2,Loyal Customers
-0.018347796512094065,0.09980411837936265,2,Loyal Customers
-1.376512580848309,0.3768655141359355,3,At-Risk Customers
-2.044033140184125,-0.1719799691287579,3,At-Risk Customers
-0.6682648568172085,0.20045780532890664,3,At-Risk Customers
-2.0690936502724653,0.5182198142201112,3,At-Risk Customers
-0.4109893287267356,-0.37018623348583646,0,Active Customers
2.3451338266032895,-0.041789126860719984,1,VIP Customers
-0.3516594494015989,-0.09950976287976586,0,Active Customers
2.112689193700643,0.5569512558881059,1,VIP Customers
-0.43655293787966926,-1.647088814828654,0,Active Customers
-1.0779030065001831,1.022614317681891,3,At-Risk Customers
1.3249420301600405,-0.8869161503333394,0,Active Customers
-1.8394077181099513,0.5401472230609022,3,At-Risk Customers
2.0684281012771026,-0.15544522992463825,1,VIP Customers
-1.4757414963297626,0.6811055544992017,3,At-Risk Customers
-2.053973540199767,0.33196396820018603,3,At-Risk Customers
-1.1784166437533234,-0.11286002112223115,3,At-Risk Customers
2.413763609280654,0.9199868044858941,1,VIP Customers
3.8112431196118663,-0.275917830891686,1,VIP Customers
-0.3393212363833374,-0.2923586561052267,0,Active Customers
0.5196544774053761,-0.9417822791607589,0,Active Customers
-1.9170440508276152,0.21397013805325318,3,At-Risk Customers
-1.8975896218169532,0.5343609021261958,3,At-Risk Customers
0.7672628345629743,0.2464607898373514,2,Loyal Customers
0.08231682751182016,-0.17863764994156595,2,Loyal Customers
0.696141572564367,-0.0756418485685221,2,Loyal Customers
-1.0350145522346246,-0.0923437769096185,3,At-Risk Customers
-1.4994983186245587,0.6119907310571153,3,At-Risk Customers
-1.1631421973772644,-0.7985183371158866,3,At-Risk Customers
-1.0221301713157622,0.8221736104599365,3,At-Risk Customers
3.3161227505411746,-0.16498023423585303,1,VIP Customers
2.2667905249781986,-0.6172177213897099,1,VIP Customers
-0.3581757466663612,1.3116305940713735,2,Loyal Customers
-0.8504245544243411,-1.321850189181687,0,Active Customers
-0.7332497040838155,-1.8745297117002204,0,Active Customers
-1.1143351044503778,-0.783992416549073,3,At-Risk Customers
-0.11632087562699082,-0.4109630578865853,0,Active Customers
0.4288258423902568,1.819454157163404,2,Loyal Customers
-1.5539762696254271,0.8006864573690821,3,At-Risk Customers
-0.7336282945558863,0.164560637538731,3,At-Risk Customers
-0.5591316745318955,0.3649944583535477,3,At-Risk Customers
1.7369968650563872,0.85122769192864,1,VIP Customers
-0.3477891617659348,-0.07854356724828075,2,Loyal Customers
1.3418371491080354,0.17304902468871267,2,Loyal Customers
1.9920702803946584,-0.0643868669241605,1,VIP Customers
0.9926972283830737,0.13593000659856447,2,Loyal Customers
1.7185176110199758,0.5938670459320464,1,VIP Customers
-0.25061602797453675,0.9876098141229738,2,Loyal Customers
-1.4292287171612124,-0.6495423995890827,3,At-Risk Customers
-0.31819998575000763,-0.6866462865996876,0,Active Customers
-0.9331083802396383,-0.12792759447034127,3,At-Risk Customers
-0.3309369936198048,0.20770430532908893,2,Loyal Customers
0.037131634183460896,0.5152302098637104,2,Loyal Customers
1.154260213293582,0.14188676170248393,2,Loyal Customers
-0.4101686560668686,0.01665667267185676,2,Loyal Customers
-0.7929553130667828,0.04504990066381458,3,At-Risk Customers
1.037924667586247,0.870624893841007,2,Loyal Customers
-1.674873023630279,0.5867298610540073,3,At-Risk Customers
1.8253640989082143,-1.2147991383584875,1,VIP Customers
-0.5143223527901429,0.36210452434953416,3,At-Risk Customers
-0.7663785073516294,-0.7839197789930468,0,Active Customers
-0.9936509205943491,-1.2044313921779235,0,Active Customers
2.0092925764575615,0.31975176794156873,1,VIP Customers
0.7292552409852978,-0.434389978738829,2,Loyal Customers
3.9715871052106686,-0.01325622037488392,1,VIP Customers
-1.8710956082592405,0.2693010138037298,3,At-Risk Customers
-1.68812872722811,0.5698997115318195,3,At-Risk Customers
-0.6063185571806275,0.3921369671291287,3,At-Risk Customers
-0.1905343571484339,1.349028975100398,2,Loyal Customers
2.1611614553695295,0.7558160007348761,1,VIP Customers
2.0387287939600593,0.08845082941460133,1,VIP Customers
0.9213030641596593,-1.3653368812536075,0,Active Customers
0.587301214237242,-0.8015794164093792,0,Active Customers
-0.7395512163800515,-0.15227610470183772,3,At-Risk Customers
0.6535452064558639,0.6637635551817173,2,Loyal Customers
-0.08517279081420952,0.6415000925765398,2,Loyal Customers
1.6229347832769971,1.3411604779615294,2,Loyal Customers
-0.5129397161753326,-0.47362122757049424,0,Active Customers
-1.4128925048778922,0.6479866835887218,3,At-Risk Customers
0.4964551776336825,-0.199169565124086,2,Loyal Customers
-1.589628360824817,-0.1614225745016766,3,At-Risk Customers
0.41142580273018226,-0.22799603238435842,2,Loyal Customers
0.8719475276967805,1.4366943012300717,2,Loyal Customers
-1.189588658352104,0.25796065937629614,3,At-Risk Customers
0.7655734437754181,0.25002656903548576,2,Loyal Customers
0.8464890748724919,-1.1647410653007388,0,Active Customers
2.141623293747394,0.6202701825963653,1,VIP Customers
-1.4490682149056877,0.2209470350560862,3,At-Risk Customers
-0.36284833788160353,0.49845225963182765,2,Loyal Customers
-0.05455357543872454,-2.1059373086231443,0,Active Customers
-2.2264730553417875,0.336202822788946,3,At-Risk Customers
-1.2346247066442388,1.085429724915809,3,At-Risk Customers
-0.1487138813092163,1.0560511168814621,2,Loyal Customers
0.8268742747342688,-0.75158280660893,0,Active Customers
1.5759855922796082,0.1985088457800173,1,VIP Customers
1.1379637860709721,-0.45673824178225186,2,Loyal Customers
-0.3001535252408799,-0.8023626590318468,0,Active Customers
-1.4182321921058236,-1.2532217104925463,3,At-Risk Customers
-0.592147568447658,-1.4997012061829047,0,Active Customers
3.0183942047066528,-0.9467690456458533,1,VIP Customers
2.3914189351987147,0.023160150195624098,1,VIP Customers
-2.493028320112735,0.10386146720405709,3,At-Risk Customers
-0.7613959672315932,-0.15317634148986042,3,At-Risk Customers
1.5059403601409822,-0.1004614229250886,1,VIP Customers
0.20914925283693064,1.2537121339008592,2,Loyal Customers
1.6210389125397626,-0.22344849063144487,1,VIP Customers
-1.8982611592906364,0.5739051397747827,3,At-Risk Customers
0.4714134838216841,-1.4522653612835659,0,Active Customers
0.764080740144946,0.3726573489066162,2,Loyal Customers
1.0470965280862479,0.08627142130731466,2,Loyal Customers
2.6403459328151286,1.582568763596164,1,VIP Customers
0.3382473687418876,0.42206350597393394,2,Loyal Customers
1.5171967456227242,-1.826873319291885,0,Active Customers
3.417600195923028,1.0856123517247456,1,VIP Customers
4.106161461861956,0.43317645570111935,1,VIP Customers
3.302968651886366,0.0317759231831961,1,VIP Customers
1.8291466613692977,-0.33887286209473333,1,VIP Customers
1.3685178586008266,0.43388635135626613,2,Loyal Customers
-2.3819734023670245,0.3138343053292982,3,At-Risk Customers
-0.03873820031981483,1.0194285772744218,2,Loyal Customers
0.235418787234599,-0.2389899987918852,2,Loyal Customers
-1.4618571237991567,0.4733390457568239,3,At-Risk Customers
0.8863394637745083,0.06425951661034209,2,Loyal Customers
-0.07579498731610457,0.8069943238699406,2,Loyal Customers
-0.3051104718448387,0.24285431213244552,2,Loyal Customers
0.8009787925829636,-1.0909033609393342,0,Active Customers
0.32995632959257365,-0.15780333070199531,2,Loyal Customers
1.770034116553184,-0.23887057005385445,1,VIP Customers
-0.39639771558092185,0.2950173011235743,2,Loyal Customers
-0.8591873518473209,-1.1856797363550473,0,Active Customers
-1.2079232700194307,-0.310894338217947,3,At-Risk Customers
1.9924331016471717,-0.359294957283043,1,VIP Customers
2.333532430723134,0.5121114176407688,1,VIP Customers
-1.3867335151277422,0.85299451381693,3,At-Risk Customers
1.7263282584216022,0.6302485745497669,1,VIP Customers
2.924260001433819,0.8196329413352721,1,VIP Customers
-0.035985024337236104,0.6589535616055229,2,Loyal Customers
2.18599751741464,0.8776634205939319,1,VIP Customers
0.68045029273568,-2.1850033579407935,0,Active Customers
1.8719623978441908,-0.11944276976314783,1,VIP Customers
-1.2545203178069442,0.020602913996034967,3,At-Risk Customers
0.7996391034942397,-1.3696555832313912,0,Active Customers
-0.5153219260050494,0.7872953238217043,2,Loyal Customers
-1.2902075357817204,-0.37397155824573974,3,At-Risk Customers
0.4974058470520111,-1.4323402152142306,0,Active Customers
3.6458785690893873,-0.06230724926934778,1,VIP Customers
1.2835533019094165,0.4885254848428934,2,Loyal Customers
0.14879521020624015,0.6105333378780994,2,Loyal Customers
1.2495577123050607,-1.2390669041167366,0,Active Customers
1.1820054188524476,-1.0654800018692558,0,Active Customers
-1.640850910597512,0.8794732913292652,3,At-Risk Customers
1.4452414575252843,0.4514154055573998,2,Loyal Customers
1.9828242292551372,0.04559567969937577,1,VIP Customers
0.13309357928718266,0.4337977539874606,2,Loyal Customers
-1.16514896518662,0.15594806858961596,3,At-Risk Customers
2.8805235875242885,1.2639835163486857,1,VIP Customers
-1.6464196662736954,0.20744267786906098,3,At-Risk Customers
-1.5165321500309403,0.5490237598896726,3,At-Risk Customers
-2.2615066710958955,0.35771971325801366,3,At-Risk Customers
-0.9274746420538316,1.1497374931560427,3,At-Risk Customers
-1.8850640368344374,0.5923851382934799,3,At-Risk Customers
-2.1206315462298617,0.514172943698608,3,At-Risk Customers
-0.2735730045795162,0.36599728478268617,2,Loyal Customers
-0.9744641264231632,-0.22673588915078008,3,At-Risk Customers
-0.7708553576690489,0.4814693598093537,3,At-Risk Customers
2.2105853413352357,1.5970491367553474,1,VIP Customers
2.904314331877082,-0.6583798479962352,1,VIP Customers
6.637112315603607,0.9423161358648369,1,VIP Customers
2.0700817112054457,-0.610072134129453,1,VIP Customers
-1.446671520432733,0.0537838751615569,3,At-Risk Customers
0.03838283273753707,0.7650460944374108,2,Loyal Customers
2.3958612718502077,1.0460088954942937,1,VIP Customers
0.0834217006100979,1.5690583634274962,2,Loyal Customers
-0.13130077116426797,1.6545481274075298,2,Loyal Customers
-1.7225100933684976,-0.5193558392911042,3,At-Risk Customers
2.678546029056076,0.7287549081831866,1,VIP Customers
0.053823369367775764,0.988892592519102,2,Loyal Customers
0.3351241306159488,0.37367238295167177,2,Loyal Customers
0.854319411490887,-0.7828983132717395,0,Active Customers
-0.82971084281661,0.4634178495705363,3,At-Risk Customers
-0.9287293499337724,1.2799863230204886,3,At-Risk Customers
2.5844543608578903,-0.30471201004527065,1,VIP Customers
-1.0074781683994543,0.9587679619724641,3,At-Risk Customers
-0.8808933287806756,0.9408161167664244,3,At-Risk Customers
-0.6016067910693583,0.00021508232349173105,3,At-Risk Customers
1.0672463491889375,-0.19147892254870605,2,Loyal Customers
0.9002216181409469,-0.22428901417123148,2,Loyal Customers
1.639059822650878,0.8381951571172259,1,VIP Customers
-0.2953665698465938,0.16848216846401867,2,Loyal Customers
1.733576553584044,-0.6990288149836358,1,VIP Customers
2.1160155458115044,-1.0960235622199683,1,VIP Customers
0.2473433668045169,-1.150529694966891,0,Active Customers
-1.7830453068983032,0.7528618072674411,3,At-Risk Customers
0.369698847442833,-1.0573344549815442,0,Active Customers
-1.7061170804449832,-0.7734521969673311,3,At-Risk Customers
-1.520286542790596,0.3636363681040911,3,At-Risk Customers
-2.021268317015407,0.5952993918383855,3,At-Risk Customers
-1.5321897389277666,0.6235727990587187,3,At-Risk Customers
-1.120109084264934,1.0589534577226987,3,At-Risk Customers
-0.20560017902715888,0.06543809478783459,2,Loyal Customers
-0.5209003018605844,-0.9715820458766206,0,Active Customers
-1.882252694505598,0.681876948938885,3,At-Risk Customers
1.6553160484750646,-0.07180996485247965,1,VIP Customers
-1.3803169727248503,0.44660338663340593,3,At-Risk Customers
-0.08402204251031851,-0.25603233801580155,0,Active Customers
-1.2977181414406656,0.46444982846912425,3,At-Risk Customers
-0.7921946891805381,0.9907882212039111,3,At-Risk Customers
-1.1364011734443915,-0.6713573832584602,3,At-Risk Customers
-1.7278621111166057,-0.3775661041030305,3,At-Risk Customers
-0.49299965660623424,0.785929319631808,2,Loyal Customers
-0.6227121939166967,0.28862101257960593,3,At-Risk Customers
-1.9823800411675094,0.3609159231571407,3,At-Risk Customers
-0.9006923644356104,1.1254561429199483,3,At-Risk Customers
1.2941265350736268,-1.3553707371509327,0,Active Customers
-2.1529669298415577,-0.021301086209127556,3,At-Risk Customers
-0.26913590334921894,0.28339593737803753,2,Loyal Customers
0.6299989136701821,0.8084602519740273,2,Loyal Customers
-0.9852011860459575,-0.29383953223996273,3,At-Risk Customers
1.9316189160677737,-1.0120003886479352,1,VIP Customers
0.5068918452463921,-1.3711267403896408,0,Active Customers
1.63542956083268,-1.197766829075054,1,VIP Customers
-1.416549325117846,0.8372103271422883,3,At-Risk Customers
1.6667177455342381,0.9370989499954133,2,Loyal Customers
-1.8336395074987915,0.41028038395648575,3,At-Risk Customers
-0.40076849836846945,-0.5406676091906747,0,Active Customers
-1.2951341811857349,0.27754037541672605,3,At-Risk Customers
-1.6865113797155353,0.5942728255910794,3,At-Risk Customers
0.7429555466747177,0.7323034595060395,2,Loyal Customers
-1.8985782633005996,-0.022416246382990102,3,At-Risk Customers
-0.14924335579357095,-0.2933128605438095,0,Active Customers
3.1324445005336337,-0.28582960241954336,1,VIP Customers
0.42602027339168547,1.3072664678516202,2,Loyal Customers
3.3188002465351794,0.06280225019747342,1,VIP Customers
-0.18561698054371742,0.3344552661284919,2,Loyal Customers
1.0292470186768055,0.8723204965731635,2,Loyal Customers
-0.4406931797553556,-0.6596193837209203,0,Active Customers
-0.7762106945522275,0.9550373665863479,3,At-Risk Customers
-0.24014471303957247,-0.6268109150924669,0,Active Customers
0.08914189712133994,-0.19363695862199157,2,Loyal Customers
-1.6754303262111905,-0.38349884081238444,3,At-Risk Customers
-1.7035839265392927,0.619546850846106,3,At-Risk Customers
0.5975551750927218,1.2753330504762554,2,Loyal Customers
0.10895126266389117,0.5819452061352541,2,Loyal Customers
-2.7793474331198786,0.011698297626613926,3,At-Risk Customers
1.686315020831157,-0.40707881603899904,1,VIP Customers
-0.6089833399518694,1.0238935778107146,2,Loyal Customers
-0.8027423441275822,-0.28428126083858757,3,At-Risk Customers
-1.7691008369471226,-0.13133438633530858,3,At-Risk Customers
0.34387560910659887,-0.15584950099005015,2,Loyal Customers
-1.4109327910244416,0.8055250147281071,3,At-Risk Customers
1.6795944474813014,0.5648271170032586,1,VIP Customers
0.38241038637120306,1.4055942390910923,2,Loyal Customers
-0.7652699492769603,0.0569286181911849,3,At-Risk Customers
-1.0657977364255584,1.0782503965957388,3,At-Risk Customers
-1.5999800550571683,0.6573361241654672,3,At-Risk Customers
-1.0156649407439855,0.353627057830059,3,At-Risk Customers
0.20959039908640537,0.46579694448049724,2,Loyal Customers
2.3047626241765307,-0.6692274623879286,1,VIP Customers
-0.7737776652495783,1.0008951869094478,3,At-Risk Customers
-0.07655354419557191,-0.0732111867121386,2,Loyal Customers
-1.6992652328836433,0.5613627231894284,3,At-Risk Customers
0.6904897176706523,-0.8108239247428708,0,Active Customers
0.44032129560789895,-0.2748373566166087,2,Loyal Customers
-1.2481942842790756,-0.14528231709723863,3,At-Risk Customers
0.13751932490623525,0.3970050376383176,2,Loyal Customers
-0.07583932761732279,0.39212259561161356,2,Loyal Customers
-1.154047747759352,0.6190848519813363,3,At-Risk Customers
-0.6646249815150124,-0.8749182838939329,0,Active Customers
-0.8724490093083875,0.6166710339639756,3,At-Risk Customers
-1.0918619712836617,-0.9736048170796259,0,Active Customers
-0.5147247368614722,-0.38267078124422554,0,Active Customers
-1.370351483633305,0.4136338917670618,3,At-Risk Customers
3.9241881315750713,0.9666188449405835,1,VIP Customers
-2.0449445735814256,0.2588123588699826,3,At-Risk Customers
-0.0546528178298004,-0.7870755439295769,0,Active Customers
1.5449768963986101,-0.1269074362550548,1,VIP Customers
-0.7243275964790388,0.7682202088287988,3,At-Risk Customers
0.9671766389936087,0.49486392947856267,2,Loyal Customers
1.7020415326776488,0.4364408210440021,1,VIP Customers
1.7281725518041307,-1.0790115946953254,1,VIP Customers
1.7636771293428997,-0.6759544079567851,1,VIP Customers
-1.003917325896146,0.40047188380458315,3,At-Risk Customers
0.48570039844944096,1.3204884681848514,2,Loyal Customers
-1.0807126861746819,0.3271616333396523,3,At-Risk Customers
1.4538267412305534,-0.5852989682199153,1,VIP Customers
-0.9361375965136653,-1.3875558300479331,0,Active Customers
4.139089953098468,1.0477887519664562,1,VIP Customers
-1.3486802026570417,0.3328850373650997,3,At-Risk Customers
-1.3915368353207844,-0.5464542068996813,3,At-Risk Customers
0.10429812648672103,0.6082066758084131,2,Loyal Customers
0.532171045737913,-1.4056900158534487,0,Active Customers
0.9909281131650619,0.39252033803842784,2,Loyal Customers
-2.1837513582762873,0.3032251422713157,3,At-Risk Customers
-0.6954774498558962,0.042575069382687195,3,At-Risk Customers
3.479849362725193,1.581925088336341,1,VIP Customers
0.18398809015479284,-0.4386996265004399,0,Active Customers
2.2227006008308448,-1.0555267469172205,1,VIP Customers
0.7769088477082783,-0.35767443223314815,2,Loyal Customers
0.9861482324763094,-0.30645367990321853,2,Loyal Customers
-1.2624702653265463,-1.2618747296234984,0,Active Customers
1.9504991132092084,1.550439982331603,1,VIP Customers
-0.19109573901696955,0.11026734174001773,2,Loyal Customers
-0.39572616783282194,0.6592577609975219,2,Loyal Customers
-0.22840731632213762,-0.30248843221969063,0,Active Customers
-1.5069917843385032,0.748065710077174,3,At-Risk Customers
0.4787049060237119,1.2436221735076776,2,Loyal Customers
1.53837883660935,0.027752100373477855,1,VIP Customers
1.7362983354919,0.7293641590920008,1,VIP Customers
1.5202708223812171,-1.3796846638348321,0,Active Customers
1.3059507697732966,-0.6009948241426525,1,VIP Customers
1.2638186391585569,-0.8598760632284016,0,Active Customers
-0.4184712678647313,-1.447218936305393,0,Active Customers
3.1187987417956964,-0.869801243611254,1,VIP Customers
-2.217104665172703,0.25971601014047413,3,At-Risk Customers
2.1269860177031594,0.03903642510599539,1,VIP Customers
-0.03106880224516416,-1.5707938274562723,0,Active Customers
1.8375070041510275,-0.3688803964708622,1,VIP Customers
-0.8190101909972115,0.19407724285880867,3,At-Risk Customers
-0.7597296172619017,-1.7088197149212205,0,Active Customers
-0.6176232531016843,1.5055210745992946,2,Loyal Customers
-1.727176172592925,-0.29115147578263595,3,At-Risk Customers
0.681426028956851,-1.182549751732445,0,Active Customers
4.966459091838676,0.783425648591348,1,VIP Customers
-1.9137081906315152,0.09042621558687258,3,At-Risk Customers
-1.1691032774405343,0.724243078165281,3,At-Risk Customers
-2.4340271170986445,-0.5281768049155149,3,At-Risk Customers
1.4898344356414859,1.993889432412184,2,Loyal Customers
-0.39042751829848327,-0.5906928206663357,0,Active Customers
-1.5228383415346924,0.5790263460738398,3,At-Risk Customers
-1.2218659142927557,-1.5089261147297437,0,Active Customers
1.2268163910937433,-1.8915341743919705,0,Active Customers
-0.5357325360511997,0.11686848393171649,3,At-Risk Customers
